"Data Source","Jobs",
"Guinea-Bissau","GNB","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","0.3","0.4","0.5","0.7","0.9","1.1","1.4","1.7","2","2.3","2.6","2.9","3.2","3.5","3.7","3.9","4","4","4.1","4","4","3.9","3.9","3.8","3.7","3.6","3.5",
"Equatorial Guinea","GNQ","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","1","1.1","1.3","1.6","1.8","2.1","2.3","2.6","2.9","3.1","3.4","3.7","3.9","4.2","4.4","4.7","4.9","5.1","5.3","5.6","5.8","6","6.1","6.3","6.4","6.5","6.5",
"Greece","GRC","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.2","0.2","0.2",
"Grenada","GRD","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.3","0.3","0.3","0.4","0.4","0.4","0.4","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5",
"Guam","GUM","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.3","0.4","0.5","0.7","0.8","1","1.1","1.2","1.3","1.4","1.5","1.6","1.6","1.6","1.6","1.7","1.7","1.7","1.7","1.7",
"High income","HIC","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","0.8","0.9","1","1.1","1.2","1.3","1.3","1.3","1.2","1.2","1.1","1","1","0.9","0.8","0.7","0.7","0.6","0.6","0.5","0.5","0.5","0.4","0.4","0.4","0.4","0.4",
"Heavily indebted poor countries (HIPC)","HPC","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","2.38163791071759","2.72904830445257","3.03630751376835","3.3128135477684","3.5645124007286","3.77749980697173","3.9190914340645","3.99757622243091","4.04818290307381","4.03897101144428","3.99374578098729","3.90773200879214","3.7875719728637","3.67349250332998","3.54471440192205","3.41690739712531","3.31699536981625","3.21496245287112","3.13739274341473","3.07306302876749","3.01156048274577","2.95141070496209","2.89264761371981","2.8163390649803","2.77142205742331","2.69072223889585","2.6309566195692",
"Croatia","HRV","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Haiti","HTI","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","0.9","1.1","1.2","1.4","1.5","1.7","1.8","1.9","1.9","2","2","2","2","2","2","2","2","1.9","2","2","2","2","2","1.9","1.9","1.9","1.9",
"Hungary","HUN","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1",
"Indonesia","IDN","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.2","0.3","0.3","0.3","0.3","0.4","0.4","0.4","0.4","0.4","0.4","0.4",
"Isle of Man","IMN","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","0.1","0.1","0.1","0.2","0.3","0.4","0.4","0.5","0.5","0.5","0.5","0.5","0.5","0.4","0.4","0.4","0.4","0.3","0.3","0.3","0.3","0.3","0.3","0.2","0.2","0.2","0.2",
"Ireland","IRL","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.2","0.2","0.2","0.2","0.2",
"Iran, Islamic Rep.","IRN","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1",
"Iraq","IRQ","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iceland","ISL","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Israel","ISR","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Italy","ITA","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","0.1","0.1","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.2","0.2","0.2",
"Jamaica","JAM","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","0.9","1.2","1.5","1.9","2.1","2.2","2.4","2.5","2.5","2.5","2.5","2.5","2.4","2.4","2.3","2.2","2.2","2.1","2","2","2","1.9","1.9","1.9","1.8","1.8","1.8",
"Jordan","JOR","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Japan","JPN","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1",
"Kazakhstan","KAZ","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.2",
"Kenya","KEN","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","5.5","6.6","7.6","8.5","9.3","9.8","10.1","10.2","10","9.7","9.3","8.8","8.3","7.7","7.3","6.8","6.5","6.3","6.1","6","5.6","5.5","5.5","5.4","5.2","5.1","5",
"Kyrgyz Republic","KGZ","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.2","0.2","0.2",
"Cambodia","KHM","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","0.1","0.1","0.3","0.5","0.9","1.3","1.5","1.7","1.7","1.7","1.6","1.5","1.4","1.3","1.2","1.1","1","0.9","0.9","0.8","0.8","0.7","0.7","0.7","0.6","0.6","0.6",
"Kiribati","KIR","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kuwait","KWT","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1",
"Latin America & Caribbean (excluding high income)","LAC","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","0.205903896094669","0.22680674076384","0.26804636309009","0.288227094569141","0.337931936152497","0.357976318319869","0.368409034653859","0.385048084328581","0.382477725172973","0.393189449532959","0.398543759473972","0.43956258203608","0.443183070120914","0.443550570587299","0.435506459763105","0.426251182464537","0.467949841259014","0.462143499041113","0.462729946220595","0.459175094322713","0.460303317100311","0.459619113145806","0.48113630890377","0.516295297905864","0.515805747389616","0.510568057165075","0.510391398780735",
"Lao PDR","LAO","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.2","0.2","0.2","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3",
"Lebanon","LBN","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1",
"Liberia","LBR","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","4.1","4.6","4.9","5.2","5.3","5.3","5.2","5","4.8","4.5","4.2","3.9","3.6","3.3","3","2.8","2.5","2.4","2.2","2.1","2","1.8","1.8","1.7","1.6","1.5","1.5",
"Libya","LBY","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","0.195314364582604","0.221389866628211","0.258629117622001","0.284676919265688","0.329044785813009","0.347148537678876","0.360582343049905","0.375898439832318","0.374667593056833","0.384171613386495","0.389892363940263","0.426768939831861","0.42996471924162","0.434376212106209","0.427289422296198","0.419180331965393","0.457062356902228","0.458781782714821","0.459361734893381","0.456202932932302","0.460238525149189","0.460179161350814","0.479303314881587","0.511008699526186","0.513403028317184","0.508651451703758","0.509151358734852",
"Least developed countries: UN classification","LDC","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","1.51715114886353","1.7263340716507","1.92087908149707","2.09030815181954","2.26104382148564","2.39663544247638","2.49798913680519","2.55401829004627","2.60027132719785","2.59923195353481","2.58948151746519","2.55119537818125","2.49275747200385","2.43505977496583","2.37314718649047","2.30675349532049","2.25629009425695","2.20759859961484","2.17432467174269","2.1511018356278","2.13150359587173","2.09314537441503","2.07075819782238","2.0392060289992","2.02048472618713","1.98037239696965","1.94982363632221",
"Low income","LIC","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","2.79523425799087","3.19897370618278","3.54438073641029","3.84962988407649","4.12371831789753","4.33513406947945","4.47079514322475","4.53019282391826","4.55855951742353","4.51564609723881","4.43812264194591","4.32884130890066","4.17024106035994","4.0177552696181","3.8577627595156","3.70317921211801","3.57991214299267","3.45614527341521","3.36330788847001","3.29059719052852","3.22474358225789","3.15137541836081","3.08919067311331","3.01016109589077","2.95985418307211","2.87380925170135","2.80650294011766",
"Liechtenstein","LIE","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1",
"Lower middle income","LMC","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","0.288566185533435","0.330176342002121","0.379198140202118","0.469062067529171","0.566014829865094","0.657722267792232","0.697097457704749","0.769955999269711","0.798525223722753","0.808463784535999","0.819304767607417","0.814419598481469","0.816262051214943","0.76999314532664","0.759148198258223","0.752610655371906","0.750508999713877","0.694968203022684","0.691853433765061","0.685967112577891","0.684491181919419","0.678741724635045","0.675426696741035","0.630149029202875","0.624114661398133","0.624510509821322","0.619938960956708",
"Low & middle income","LMY","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","0.501740594587769","0.586381208773996","0.675893680014972","0.788584385147797","0.906378183005231","1.01774402245152","1.08586763022185","1.16774372022235","1.2149316373109","1.23770960570156","1.25842126554801","1.26328778030915","1.2652980591334","1.23117667197299","1.21868638409854","1.20557444322658","1.20743520519637","1.16518880839812","1.16217461374667","1.15778086002898","1.16014332223458","1.15535395204347","1.15547878742795","1.13241236468452","1.13037884492191","1.12894253951478","1.12480832912775",
"Lesotho","LSO","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","1.5","2.5","4.2","6.3","8.9","11.7","14.5","17.1","19.2","20.8","21.9","22.5","22.7","22.7","22.4","22.1","21.9","21.7","21.8","22","22.2","22.5","22.9","23.2","23.5","23.8","23.9",
"Lithuania","LTU","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1",
"Luxembourg","LUX","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.3",
"Latvia","LVA","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Macao SAR, China","MAC","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1",
"Monaco","MCO","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.2","0.2","0.3","0.3","0.4","0.4","0.4","0.4","0.5","0.5","0.5","0.5",
"Madagascar","MDG","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2",
"Maldives","MDV","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa","MEA","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","0.1","0.100657494115526","0.100990488481192","0.101628917797788","0.102570529932677","0.103456059290675","0.104696289342177","0.105622506865707","0.1065531116665","0.107498595604","0.108150267396046","0.108428884006626","0.108414339143509","","","","","","","","","","","","","","",
"Mexico","MEX","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","0.1","0.1","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.3","0.3","0.3","0.3","0.3",
"Marshall Islands","MHL","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","0.269496330836647","0.320843335393722","0.38314419113963","0.474720226291196","0.574653714985597","0.673492341474538","0.733159733660231","0.815443939460844","0.862271694889176","0.889287640628466","0.917419633485963","0.931633759792591","0.947811938658128","0.923182636385209","0.923377167971692","0.922309077299282","0.934666918028209","0.897864312875822","0.901231672157174","0.900672255717051","0.906823452454909","0.906048908998095","0.909387260640858","0.888760727002415","0.888223035500332","0.893273946726026","0.893053346243618",
"Macedonia, FYR","MKD","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1",
"Mali","MLI","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","1","1.1","1.2","1.3","1.4","1.5","1.5","1.5","1.6","1.6","1.5","1.5","1.5","1.5","1.5","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.3","1.3","1.3",
"Malta","MLT","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Myanmar","MMR","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","0.1","0.1","0.2","0.2","0.3","0.3","0.4","0.4","0.5","0.5","0.6","0.6","0.7","0.7","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.7","0.7","0.7","0.7","0.7","0.7",
"Middle East & North Africa (excluding high income)","MNA","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","0.1","0.100671944490567","0.100997834892322","0.101640929272715","0.102589354013624","0.103518276226342","0.104779670399142","0.105723292368509","0.106673057811297","0.107638485078315","0.10830402280996","0.108589800204549","0.108576328212921","0.108576807551709","0.107946656538464","0.107638540918997","0.107045102068357","0.106772526439535","0.106177148838163","0.105906142038143","0.105303983234598","0.105025965735107","0.10474434439706","0.104801166187013","0.104512491896481","0.104566717493833","0.104264464073527",
"Montenegro","MNE","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1",
"Mongolia","MNG","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1",
"Northern Mariana Islands","MNP","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","1.6","2.1","2.8","3.4","4.2","5.1","6","7","7.9","8.8","9.7","10.5","11.2","11.8","12.3","12.6","12.9","13","13.2","13.3","13.3","13.3","13.3","13.2","13","12.9","12.7",
"Mauritania","MRT","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","0.3","0.4","0.4","0.5","0.5","0.6","0.7","0.7","0.8","0.8","0.9","0.9","0.9","0.9","0.9","0.9","0.8","0.8","0.7","0.7","0.6","0.6","0.5","0.5","0.5","0.4","0.4",
"Mauritius","MUS","Prevalence of HIV, total (% of population ages 15-49)","SH.DYN.AIDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","",
