measure,location,sex,age,cause,metric,year_start,year_end,val,upper,lower
YLDs (Years Lived with Disability),High-middle SDI,Both,Age-standardized,Tuberculosis,Percent,1990,2021,-0.5101855712426139,-0.4845287352889287,-0.534871915399894
YLDs (Years Lived with Disability),High-middle SDI,Male,Age-standardized,Tuberculosis,Rate,1990,2021,-0.5255425357937656,-0.5011089594725772,-0.548540751342032
YLDs (Years Lived with Disability),High-middle SDI,Female,Age-standardized,Tuberculosis,Rate,1990,2021,-0.5365938567588472,-0.5066455547295242,-0.5651758697603787
YLDs (Years Lived with Disability),High-middle SDI,Both,Age-standardized,Tuberculosis,Rate,1990,2021,-0.5256001548561993,-0.500469339201039,-0.5482759620370248
YLDs (Years Lived with Disability),Global,Male,Age-standardized,Drug-susceptible tuberculosis,Percent,1990,2021,-0.4102376881373579,-0.3737277714808483,-0.4451077534407128
YLDs (Years Lived with Disability),Global,Female,Age-standardized,Drug-susceptible tuberculosis,Percent,1990,2021,-0.4806386398621814,-0.4511971183520672,-0.5110776328126185
YLDs (Years Lived with Disability),Global,Both,Age-standardized,Drug-susceptible tuberculosis,Percent,1990,2021,-0.4432432106904043,-0.4126709989463879,-0.4762145422628967
YLDs (Years Lived with Disability),Global,Male,Age-standardized,Drug-susceptible tuberculosis,Rate,1990,2021,-0.4260817479540734,-0.3926937481976951,-0.4617246012963695
YLDs (Years Lived with Disability),Global,Female,Age-standardized,Drug-susceptible tuberculosis,Rate,1990,2021,-0.4771405650823625,-0.4504264089469637,-0.5077231500031903
YLDs (Years Lived with Disability),Global,Both,Age-standardized,Drug-susceptible tuberculosis,Rate,1990,2021,-0.4480434046941529,-0.4193706469775417,-0.4799443766600715
YLDs (Years Lived with Disability),Low SDI,Male,Age-standardized,Latent tuberculosis infection,Percent,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),Low SDI,Female,Age-standardized,Latent tuberculosis infection,Percent,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),Low SDI,Both,Age-standardized,Latent tuberculosis infection,Percent,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),Low SDI,Male,Age-standardized,Latent tuberculosis infection,Rate,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),Low SDI,Female,Age-standardized,Latent tuberculosis infection,Rate,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),Low SDI,Both,Age-standardized,Latent tuberculosis infection,Rate,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),Middle SDI,Male,Age-standardized,Latent tuberculosis infection,Percent,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),Middle SDI,Female,Age-standardized,Latent tuberculosis infection,Percent,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),Middle SDI,Both,Age-standardized,Latent tuberculosis infection,Percent,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),Middle SDI,Male,Age-standardized,Latent tuberculosis infection,Rate,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),Middle SDI,Female,Age-standardized,Latent tuberculosis infection,Rate,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),Middle SDI,Both,Age-standardized,Latent tuberculosis infection,Rate,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),Global,Male,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Percent,1990,2021,3.734202423520719,11.47612383740135,0.724039974327735
YLDs (Years Lived with Disability),Global,Female,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Percent,1990,2021,4.49806915035728,12.593066647291378,1.2000244232799533
YLDs (Years Lived with Disability),Global,Both,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Percent,1990,2021,4.056756195164435,11.821752361373328,0.9251945764758028
YLDs (Years Lived with Disability),Global,Male,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Rate,1990,2021,3.60259137742077,11.171723693587698,0.6833053292046611
YLDs (Years Lived with Disability),Global,Female,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Rate,1990,2021,4.526860468031567,12.660107557266976,1.2526468707143508
YLDs (Years Lived with Disability),Global,Both,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Rate,1990,2021,4.0075895232354775,11.684256789468211,0.9227166081417144
YLDs (Years Lived with Disability),Global,Male,Age-standardized,Extensively drug-resistant tuberculosis,Percent,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),Global,Female,Age-standardized,Extensively drug-resistant tuberculosis,Percent,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),Global,Both,Age-standardized,Extensively drug-resistant tuberculosis,Percent,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),Global,Male,Age-standardized,Extensively drug-resistant tuberculosis,Rate,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),Global,Female,Age-standardized,Extensively drug-resistant tuberculosis,Rate,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),Global,Both,Age-standardized,Extensively drug-resistant tuberculosis,Rate,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),High SDI,Male,Age-standardized,Drug-susceptible tuberculosis,Percent,1990,2021,-0.6541784457820241,-0.6280688344584757,-0.6778642688436904
YLDs (Years Lived with Disability),High SDI,Female,Age-standardized,Drug-susceptible tuberculosis,Percent,1990,2021,-0.6309209984020576,-0.5969755591313533,-0.6615107993957563
YLDs (Years Lived with Disability),High SDI,Both,Age-standardized,Drug-susceptible tuberculosis,Percent,1990,2021,-0.6391331807642143,-0.61351826453155,-0.6609770096203553
YLDs (Years Lived with Disability),High SDI,Male,Age-standardized,Drug-susceptible tuberculosis,Rate,1990,2021,-0.6411990827935244,-0.6141423686944956,-0.6657243314868098
YLDs (Years Lived with Disability),High SDI,Female,Age-standardized,Drug-susceptible tuberculosis,Rate,1990,2021,-0.6063033637055586,-0.57022568421852,-0.6369157032414018
YLDs (Years Lived with Disability),High SDI,Both,Age-standardized,Drug-susceptible tuberculosis,Rate,1990,2021,-0.6205754273237718,-0.5936642650248123,-0.6437893290833929
YLDs (Years Lived with Disability),Global,Male,Age-standardized,Latent tuberculosis infection,Percent,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),Global,Female,Age-standardized,Latent tuberculosis infection,Percent,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),Global,Both,Age-standardized,Latent tuberculosis infection,Percent,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),Global,Male,Age-standardized,Latent tuberculosis infection,Rate,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),Global,Female,Age-standardized,Latent tuberculosis infection,Rate,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),Global,Both,Age-standardized,Latent tuberculosis infection,Rate,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),High SDI,Male,Age-standardized,Latent tuberculosis infection,Percent,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),High SDI,Female,Age-standardized,Latent tuberculosis infection,Percent,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),High SDI,Both,Age-standardized,Latent tuberculosis infection,Percent,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),High SDI,Male,Age-standardized,Latent tuberculosis infection,Rate,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),High SDI,Female,Age-standardized,Latent tuberculosis infection,Rate,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),High SDI,Both,Age-standardized,Latent tuberculosis infection,Rate,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),Low-middle SDI,Male,Age-standardized,Tuberculosis,Percent,1990,2021,-0.4461386395534633,-0.4075315547739702,-0.4822134604347515
YLDs (Years Lived with Disability),Low-middle SDI,Female,Age-standardized,Tuberculosis,Percent,1990,2021,-0.555622753854047,-0.5269717453378753,-0.5868299252917097
YLDs (Years Lived with Disability),Low-middle SDI,Both,Age-standardized,Tuberculosis,Percent,1990,2021,-0.5050216040091671,-0.4727908622568407,-0.5373200791395689
YLDs (Years Lived with Disability),Low-middle SDI,Male,Age-standardized,Tuberculosis,Rate,1990,2021,-0.4821060353388549,-0.4478597253493541,-0.5160351740064923
YLDs (Years Lived with Disability),Low-middle SDI,Female,Age-standardized,Tuberculosis,Rate,1990,2021,-0.5687018750506865,-0.5425708246226872,-0.5968256602054246
YLDs (Years Lived with Disability),Low-middle SDI,Both,Age-standardized,Tuberculosis,Rate,1990,2021,-0.526619281913096,-0.4976195026696235,-0.5564527965268105
YLDs (Years Lived with Disability),High-middle SDI,Male,Age-standardized,Drug-susceptible tuberculosis,Percent,1990,2021,-0.5346937277166354,-0.5015916951585385,-0.568782943824143
YLDs (Years Lived with Disability),High-middle SDI,Female,Age-standardized,Drug-susceptible tuberculosis,Percent,1990,2021,-0.5606352927204331,-0.5252807236974573,-0.5949328068239568
YLDs (Years Lived with Disability),High-middle SDI,Both,Age-standardized,Drug-susceptible tuberculosis,Percent,1990,2021,-0.5424393579342403,-0.5122808844562194,-0.5746384609740718
YLDs (Years Lived with Disability),High-middle SDI,Male,Age-standardized,Drug-susceptible tuberculosis,Rate,1990,2021,-0.5560077147332364,-0.5240977611057371,-0.5887513122848149
YLDs (Years Lived with Disability),High-middle SDI,Female,Age-standardized,Drug-susceptible tuberculosis,Rate,1990,2021,-0.5676903811109609,-0.5343840829639734,-0.5997355267890621
YLDs (Years Lived with Disability),High-middle SDI,Both,Age-standardized,Drug-susceptible tuberculosis,Rate,1990,2021,-0.5568987207851944,-0.5276538352224966,-0.5878358903908274
YLDs (Years Lived with Disability),High-middle SDI,Male,Age-standardized,Latent tuberculosis infection,Percent,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-middle SDI,Female,Age-standardized,Latent tuberculosis infection,Percent,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-middle SDI,Both,Age-standardized,Latent tuberculosis infection,Percent,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-middle SDI,Male,Age-standardized,Latent tuberculosis infection,Rate,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-middle SDI,Female,Age-standardized,Latent tuberculosis infection,Rate,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-middle SDI,Both,Age-standardized,Latent tuberculosis infection,Rate,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),Middle SDI,Male,Age-standardized,Tuberculosis,Percent,1990,2021,-0.4318550190447511,-0.3995483718621102,-0.4601149753539944
YLDs (Years Lived with Disability),Middle SDI,Female,Age-standardized,Tuberculosis,Percent,1990,2021,-0.5049713587607054,-0.4771489593032975,-0.5298978377513717
YLDs (Years Lived with Disability),Middle SDI,Both,Age-standardized,Tuberculosis,Percent,1990,2021,-0.469092386317873,-0.4436410590636017,-0.4940299210338722
YLDs (Years Lived with Disability),Middle SDI,Male,Age-standardized,Tuberculosis,Rate,1990,2021,-0.4435251351704345,-0.4124938714119965,-0.4705155869162973
YLDs (Years Lived with Disability),Middle SDI,Female,Age-standardized,Tuberculosis,Rate,1990,2021,-0.5029017585304622,-0.4766465312790086,-0.5266936108673754
YLDs (Years Lived with Disability),Middle SDI,Both,Age-standardized,Tuberculosis,Rate,1990,2021,-0.4723865157303797,-0.4466374994704902,-0.4964071871415659
YLDs (Years Lived with Disability),High SDI,Male,Age-standardized,Tuberculosis,Percent,1990,2021,-0.6481988497698773,-0.6238663304972543,-0.6699887849986643
YLDs (Years Lived with Disability),High SDI,Female,Age-standardized,Tuberculosis,Percent,1990,2021,-0.6246979326716052,-0.5919906853857301,-0.6548470152550019
YLDs (Years Lived with Disability),High SDI,Both,Age-standardized,Tuberculosis,Percent,1990,2021,-0.6329705804760992,-0.6098411692391943,-0.6537458911363112
YLDs (Years Lived with Disability),High SDI,Male,Age-standardized,Tuberculosis,Rate,1990,2021,-0.634990649417271,-0.6115648944735563,-0.6575144810389333
YLDs (Years Lived with Disability),High SDI,Female,Age-standardized,Tuberculosis,Rate,1990,2021,-0.5996479428715149,-0.5647377776669602,-0.6296483127313917
YLDs (Years Lived with Disability),High SDI,Both,Age-standardized,Tuberculosis,Rate,1990,2021,-0.6140848135266905,-0.5901852531932517,-0.6355430679573166
YLDs (Years Lived with Disability),Low-middle SDI,Male,Age-standardized,Drug-susceptible tuberculosis,Percent,1990,2021,-0.474503723129856,-0.4308784062192981,-0.5247814068436776
YLDs (Years Lived with Disability),Low-middle SDI,Female,Age-standardized,Drug-susceptible tuberculosis,Percent,1990,2021,-0.5778134684448465,-0.5447652038081351,-0.6178847782957684
YLDs (Years Lived with Disability),Low-middle SDI,Both,Age-standardized,Drug-susceptible tuberculosis,Percent,1990,2021,-0.5300975336735981,-0.4935538906473871,-0.5716358336017705
YLDs (Years Lived with Disability),Low-middle SDI,Male,Age-standardized,Drug-susceptible tuberculosis,Rate,1990,2021,-0.5085076383438543,-0.4700235769185146,-0.5568818957886484
YLDs (Years Lived with Disability),Low-middle SDI,Female,Age-standardized,Drug-susceptible tuberculosis,Rate,1990,2021,-0.5901478711500646,-0.5587838446782094,-0.6275918911524044
YLDs (Years Lived with Disability),Low-middle SDI,Both,Age-standardized,Drug-susceptible tuberculosis,Rate,1990,2021,-0.5504948442002692,-0.5174157649212074,-0.5914967609170263
YLDs (Years Lived with Disability),Low-middle SDI,Male,Age-standardized,Latent tuberculosis infection,Percent,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),Low-middle SDI,Female,Age-standardized,Latent tuberculosis infection,Percent,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),Low-middle SDI,Both,Age-standardized,Latent tuberculosis infection,Percent,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),Low-middle SDI,Male,Age-standardized,Latent tuberculosis infection,Rate,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),Low-middle SDI,Female,Age-standardized,Latent tuberculosis infection,Rate,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),Low-middle SDI,Both,Age-standardized,Latent tuberculosis infection,Rate,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),Low SDI,Male,Age-standardized,Tuberculosis,Percent,1990,2021,-0.3753755927798486,-0.3439108653700322,-0.4061152612143094
YLDs (Years Lived with Disability),Low SDI,Female,Age-standardized,Tuberculosis,Percent,1990,2021,-0.5127927526300472,-0.4831337047706809,-0.5416837855588641
YLDs (Years Lived with Disability),Low SDI,Both,Age-standardized,Tuberculosis,Percent,1990,2021,-0.4488712481871126,-0.4190985251404886,-0.4774430050763824
YLDs (Years Lived with Disability),Low SDI,Male,Age-standardized,Tuberculosis,Rate,1990,2021,-0.4295240662606756,-0.4046237841973109,-0.4553072607867529
YLDs (Years Lived with Disability),Low SDI,Female,Age-standardized,Tuberculosis,Rate,1990,2021,-0.5406174676547655,-0.5169127031011458,-0.5644358815787516
YLDs (Years Lived with Disability),Low SDI,Both,Age-standardized,Tuberculosis,Rate,1990,2021,-0.4871841899689042,-0.4649151974557358,-0.5107024853402603
YLDs (Years Lived with Disability),Low-middle SDI,Male,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Percent,1990,2021,27.04868829414081,92.40466398148789,6.651375341174964
YLDs (Years Lived with Disability),Low-middle SDI,Female,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Percent,1990,2021,20.330458089276448,62.66565321396027,5.293557176664304
YLDs (Years Lived with Disability),Low-middle SDI,Both,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Percent,1990,2021,23.45389118291701,76.75672459627614,5.8847596617974105
YLDs (Years Lived with Disability),Low-middle SDI,Male,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Rate,1990,2021,25.071011823334423,86.2897353345218,6.090518030260723
YLDs (Years Lived with Disability),Low-middle SDI,Female,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Rate,1990,2021,19.58310197925975,60.53936280982788,5.1672541129101965
YLDs (Years Lived with Disability),Low-middle SDI,Both,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Rate,1990,2021,22.250274300508494,73.3137467524646,5.565083760772314
YLDs (Years Lived with Disability),Low-middle SDI,Male,Age-standardized,Extensively drug-resistant tuberculosis,Percent,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),Low-middle SDI,Female,Age-standardized,Extensively drug-resistant tuberculosis,Percent,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),Low-middle SDI,Both,Age-standardized,Extensively drug-resistant tuberculosis,Percent,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),Low-middle SDI,Male,Age-standardized,Extensively drug-resistant tuberculosis,Rate,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),Low-middle SDI,Female,Age-standardized,Extensively drug-resistant tuberculosis,Rate,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),Low-middle SDI,Both,Age-standardized,Extensively drug-resistant tuberculosis,Rate,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-middle SDI,Male,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Percent,1990,2021,0.9866537345784296,5.348061408395303,-0.3172454934828166
YLDs (Years Lived with Disability),High-middle SDI,Female,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Percent,1990,2021,1.1839421078125163,5.726201605375503,-0.2118902133085205
YLDs (Years Lived with Disability),High-middle SDI,Both,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Percent,1990,2021,1.0852760164771045,5.481617009801523,-0.2657600003563354
YLDs (Years Lived with Disability),High-middle SDI,Male,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Rate,1990,2021,0.904569159550882,5.050139922953568,-0.3457786432249413
YLDs (Years Lived with Disability),High-middle SDI,Female,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Rate,1990,2021,1.1612388309763093,5.603541251213381,-0.2208279994462842
YLDs (Years Lived with Disability),High-middle SDI,Both,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Rate,1990,2021,1.0299317572315403,5.251656024201231,-0.2873426386296935
YLDs (Years Lived with Disability),High-middle SDI,Male,Age-standardized,Extensively drug-resistant tuberculosis,Percent,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-middle SDI,Female,Age-standardized,Extensively drug-resistant tuberculosis,Percent,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-middle SDI,Both,Age-standardized,Extensively drug-resistant tuberculosis,Percent,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-middle SDI,Male,Age-standardized,Extensively drug-resistant tuberculosis,Rate,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-middle SDI,Female,Age-standardized,Extensively drug-resistant tuberculosis,Rate,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),High-middle SDI,Both,Age-standardized,Extensively drug-resistant tuberculosis,Rate,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),Middle SDI,Male,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Percent,1990,2021,1.2620237207831684,6.923208936946573,-0.3214456465622584
YLDs (Years Lived with Disability),Middle SDI,Female,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Percent,1990,2021,1.52510053534221,6.610090388262467,-0.1362113356194801
YLDs (Years Lived with Disability),Middle SDI,Both,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Percent,1990,2021,1.3588064740966352,6.610141386843171,-0.2478657792010359
YLDs (Years Lived with Disability),Middle SDI,Male,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Rate,1990,2021,1.2155419732617123,6.717808913665184,-0.333114875932976
YLDs (Years Lived with Disability),Middle SDI,Female,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Rate,1990,2021,1.5357148868906156,6.644752675868134,-0.1395432649345944
YLDs (Years Lived with Disability),Middle SDI,Both,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Rate,1990,2021,1.344388710502006,6.607397835481109,-0.2547908352382119
YLDs (Years Lived with Disability),Middle SDI,Male,Age-standardized,Extensively drug-resistant tuberculosis,Percent,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),Middle SDI,Female,Age-standardized,Extensively drug-resistant tuberculosis,Percent,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),Middle SDI,Both,Age-standardized,Extensively drug-resistant tuberculosis,Percent,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),Middle SDI,Male,Age-standardized,Extensively drug-resistant tuberculosis,Rate,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),Middle SDI,Female,Age-standardized,Extensively drug-resistant tuberculosis,Rate,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),Middle SDI,Both,Age-standardized,Extensively drug-resistant tuberculosis,Rate,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),Low SDI,Male,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Percent,1990,2021,11.74437671933346,28.7215063959388,4.4940059241275065
YLDs (Years Lived with Disability),Low SDI,Female,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Percent,1990,2021,8.565407180427627,19.12408209883327,3.3327567321957874
YLDs (Years Lived with Disability),Low SDI,Both,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Percent,1990,2021,10.069840073577147,23.966413851945813,3.934144787551732
YLDs (Years Lived with Disability),Low SDI,Male,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Rate,1990,2021,10.56146229794605,26.63911792680698,3.970902821643163
YLDs (Years Lived with Disability),Low SDI,Female,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Rate,1990,2021,7.957683681782541,18.07286928277295,3.0568671311146955
YLDs (Years Lived with Disability),Low SDI,Both,Age-standardized,Multidrug-resistant tuberculosis without extensive drug resistance,Rate,1990,2021,9.230955368927935,22.335574158031875,3.665105165728969
YLDs (Years Lived with Disability),Low SDI,Male,Age-standardized,Extensively drug-resistant tuberculosis,Percent,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),Low SDI,Female,Age-standardized,Extensively drug-resistant tuberculosis,Percent,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),Low SDI,Both,Age-standardized,Extensively drug-resistant tuberculosis,Percent,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),Low SDI,Male,Age-standardized,Extensively drug-resistant tuberculosis,Rate,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),Low SDI,Female,Age-standardized,Extensively drug-resistant tuberculosis,Rate,1990,2021,0.0,0.0,0.0
YLDs (Years Lived with Disability),Low SDI,Both,Age-standardized,Extensively drug-resistant tuberculosis,Rate,1990,2021,0.0,0.0,0.0
